index,inf_prob,diag_prob,i0,behaviour_change,behaviour_change_rate,first_outbreak_size,vaccine_efficacy1,vaccine_efficacy2,infection_efficacy,replacement_percentage,permutation_percentage
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.81,0.82,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.81,0.82,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.7,0.73,0.76,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.7,0.73,0.76,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.7,0.73,0.76,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.7,0.73,0.76,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.7,0.73,0.76,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.7,0.73,0.76,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.7,0.73,0.76,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.7,0.73,0.76,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.7,0.73,0.76,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.7,0.73,0.76,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.76,0.82,0.89,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.76,0.82,0.89,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.76,0.82,0.89,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.76,0.82,0.89,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.76,0.82,0.89,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.76,0.82,0.89,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.76,0.82,0.89,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.76,0.82,0.89,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.76,0.82,0.89,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.76,0.82,0.89,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.79,0.83,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.79,0.83,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.79,0.83,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.79,0.83,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.79,0.83,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.79,0.83,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.79,0.83,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.79,0.83,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.79,0.83,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.79,0.83,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.77,0.81,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.77,0.81,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.77,0.81,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.77,0.81,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.77,0.81,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.77,0.81,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.77,0.81,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.77,0.81,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.77,0.81,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.68,0.77,0.81,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.81,0.82,0.88,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.81,0.82,0.88,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.81,0.82,0.88,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.81,0.82,0.88,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.81,0.82,0.88,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.81,0.82,0.88,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.81,0.82,0.88,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.81,0.82,0.88,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.81,0.82,0.88,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.81,0.82,0.88,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.75,0.89,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.75,0.89,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.75,0.89,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.75,0.89,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.75,0.89,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.75,0.89,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.75,0.89,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.75,0.89,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.75,0.89,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.75,0.89,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.77,0.98,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.77,0.98,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.77,0.98,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.77,0.98,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.77,0.98,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.77,0.98,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.77,0.98,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.77,0.98,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.77,0.98,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.65,0.77,0.98,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.75,0.75,0.94,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.75,0.75,0.94,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.75,0.75,0.94,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.75,0.75,0.94,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.75,0.75,0.94,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.75,0.75,0.94,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.75,0.75,0.94,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.75,0.75,0.94,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.75,0.75,0.94,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.75,0.75,0.94,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.71,0.84,0.92,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.71,0.84,0.92,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.71,0.84,0.92,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.71,0.84,0.92,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.71,0.84,0.92,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.71,0.84,0.92,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.71,0.84,0.92,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.71,0.84,0.92,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.71,0.84,0.92,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.71,0.84,0.92,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.79,0.81,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.79,0.81,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.79,0.81,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.79,0.81,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.79,0.81,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.79,0.81,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.79,0.81,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.79,0.81,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.79,0.81,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.79,0.81,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.87,0.92,0.94,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.87,0.92,0.94,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.87,0.92,0.94,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.87,0.92,0.94,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.87,0.92,0.94,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.87,0.92,0.94,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.87,0.92,0.94,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.87,0.92,0.94,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.87,0.92,0.94,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.87,0.92,0.94,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.82,0.93,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.82,0.93,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.82,0.93,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.82,0.93,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.82,0.93,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.82,0.93,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.82,0.93,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.82,0.93,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.82,0.93,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.82,0.93,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.69,0.77,0.78,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.69,0.77,0.78,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.69,0.77,0.78,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.69,0.77,0.78,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.69,0.77,0.78,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.69,0.77,0.78,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.69,0.77,0.78,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.69,0.77,0.78,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.69,0.77,0.78,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.69,0.77,0.78,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.67,0.8,0.88,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.67,0.8,0.88,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.67,0.8,0.88,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.67,0.8,0.88,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.67,0.8,0.88,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.67,0.8,0.88,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.67,0.8,0.88,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.67,0.8,0.88,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.67,0.8,0.88,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.67,0.8,0.88,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.75,0.78,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.75,0.78,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.75,0.78,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.75,0.78,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.75,0.78,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.75,0.78,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.75,0.78,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.75,0.78,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.75,0.78,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.66,0.75,0.78,0,1.0
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.8,0.97,0,0.1
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.8,0.97,0,0.2
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.8,0.97,0,0.3
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.8,0.97,0,0.4
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.8,0.97,0,0.5
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.8,0.97,0,0.6
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.8,0.97,0,0.7
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.8,0.97,0,0.8
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0.64,0.8,0.97,0,0.9
